industry_skill,job_count,demand_percentage,gap_status,matched_curriculum_skill,colleges,courses
Collaborate with stakeholders to gather and analyze requirements,1,0.0041,unmatched,,,
Collaborate On Campaigns,1,0.0041,unmatched,,,
Collaborate OEMs,1,0.0041,unmatched,,,
Coll,1,0.0041,unmatched,,,
Cold Kitchen,1,0.0041,unmatched,,,
Cold Framed,1,0.0041,unmatched,,,
Cold Form Steel,1,0.0041,unmatched,,,
Cold Emailing,1,0.0041,unmatched,,,
Cold Chain Management,1,0.0041,unmatched,,,
Cold Chain,1,0.0041,unmatched,,,
SSSRs,1,0.0041,unmatched,,,
SSG,1,0.0041,unmatched,,,
SSCM,1,0.0041,unmatched,,,
SS7,1,0.0041,unmatched,,,
SWIFT,1,0.0041,unmatched,,,
SWAB TEST,1,0.0041,unmatched,,,
SW,1,0.0041,unmatched,,,
SVO,1,0.0041,unmatched,,,
SVN,1,0.0041,unmatched,,,
SVG,1,0.0041,unmatched,,,
SUccessfactor,1,0.0041,unmatched,,,
SUN,1,0.0041,unmatched,,,
SUCCESSFACTORS ONBOARDING,1,0.0041,unmatched,,,
STUL,1,0.0041,unmatched,,,
STROKES,1,0.0041,unmatched,,,
STOCK RECORDS,1,0.0041,unmatched,,,
STLC QA Jobs India,1,0.0041,unmatched,,,
STLC,1,0.0041,unmatched,,,
STL containers,1,0.0041,unmatched,,,
STB,1,0.0041,unmatched,,,
Saas Products,1,0.0041,unmatched,,,
Saas Product Development,1,0.0041,unmatched,,,
Saas Marketing,1,0.0041,unmatched,,,
Cognos Framework Manager,1,0.0041,unmatched,,,
Cognos Bi,1,0.0041,unmatched,,,
Cognos Architecture,1,0.0041,unmatched,,,
Cognix,1,0.0041,unmatched,,,
Cognigy,1,0.0041,unmatched,,,
Coe,1,0.0041,unmatched,,,
Coding Standards,1,0.0041,unmatched,,,
Coding Assistant Manager,1,0.0041,unmatched,,,
SaaS integrations,1,0.0041,unmatched,,,
SaaS applications,1,0.0041,unmatched,,,
SaaS Content,1,0.0041,unmatched,,,
Sa,1,0.0041,unmatched,,,
SWIMMING,1,0.0041,unmatched,,,
Safety Engineering,1,0.0041,unmatched,,,
Coded UI,1,0.0041,unmatched,,,
Codecs,1,0.0041,unmatched,,,
Code/Design Reviews,1,0.0041,unmatched,,,
Code beamer,1,0.0041,unmatched,,,
Code Versioning Tools,1,0.0041,unmatched,,,
Code Reviews,1,0.0041,unmatched,,,
Code Deploy,1,0.0041,unmatched,,,
Code Coverage,1,0.0041,unmatched,,,
Cockpit,1,0.0041,unmatched,,,
Coc,1,0.0041,unmatched,,,
Cobol Programming Language,1,0.0041,unmatched,,,
Safe Certified,1,0.0041,unmatched,,,
Safe,1,0.0041,unmatched,,,
Sac Security,1,0.0041,unmatched,,,
Saas Support,1,0.0041,unmatched,,,
Coal Mill,1,0.0041,unmatched,,,
Coal Handling,1,0.0041,unmatched,,,
Coagulation Assays,1,0.0041,unmatched,,,
Coagulation,1,0.0041,unmatched,,,
Coaching and Mentoring,1,0.0041,unmatched,,,
CoBIT,1,0.0041,unmatched,,,
Co-Pilot,1,0.0041,unmatched,,,
Co-Ordination,1,0.0041,unmatched,,,
Co-Cca,1,0.0041,unmatched,,,
Safety Standards,1,0.0041,unmatched,,,
Safety Signal,1,0.0041,unmatched,,,
Safety Protocols,1,0.0041,unmatched,,,
Safety Plc,1,0.0041,unmatched,,,
Safety Operations,1,0.0041,unmatched,,,
Safety Executive,1,0.0041,unmatched,,,
Safety Equipment Sales,1,0.0041,unmatched,,,
Co ordinate with Production,1,0.0041,unmatched,,,
Cns,1,0.0041,unmatched,,,
Cnc Milling,1,0.0041,unmatched,,,
Cnc Bending,1,0.0041,unmatched,,,
Cmvr,1,0.0041,unmatched,,,
Cms Platforms,1,0.0041,unmatched,,,
Cms Development,1,0.0041,unmatched,,,
Cmm Programming,1,0.0041,unmatched,,,
Salary Account,1,0.0041,unmatched,,,
Salaried Personal Loan,1,0.0041,unmatched,,,
Sail,1,0.0041,unmatched,,,
SageMaker,1,0.0041,unmatched,,,
Sage Erp,1,0.0041,unmatched,,,
Safety management system,1,0.0041,unmatched,,,
Safety engineering,1,0.0041,unmatched,,,
Safety audit,1,0.0041,unmatched,,,
Clover,1,0.0041,unmatched,,,
Cloudwatch,1,0.0041,unmatched,,,
Sales And Textile And Machinery,1,0.0041,unmatched,,,
Sales And Marketing And Textile And Machinery,1,0.0041,unmatched,,,
Sales And Coordination And Textile And Machinery,1,0.0041,unmatched,,,
Sales Agreements,1,0.0041,unmatched,,,
Sales Accounting,1,0.0041,unmatched,,,
Sales Account,1,0.0041,unmatched,,,
Sales & Revenue,1,0.0041,unmatched,,,
Sales & Marketing Leadership,1,0.0041,unmatched,,,
Sales & General Administration,1,0.0041,unmatched,,,
Sales & Fulfillment,1,0.0041,unmatched,,,
Sales & Collection,1,0.0041,unmatched,,,
Sales & Business Development in Gold Loan,1,0.0041,unmatched,,,
Sales & Business Development,1,0.0041,unmatched,,,
Sales & Application,1,0.0041,unmatched,,,
Cloud and Infrastructure,1,0.0041,unmatched,,,
Sales Director,1,0.0041,unmatched,,,
Sales Development Representative,1,0.0041,unmatched,,,
Sales Development Manager,1,0.0041,unmatched,,,
Sales Cycle,1,0.0041,unmatched,,,
Sales Coordination & Scheduling,1,0.0041,unmatched,,,
Sales Bill,1,0.0041,unmatched,,,
Cmm,1,0.0041,unmatched,,,
Cmlt,1,0.0041,unmatched,,,
Cma,1,0.0041,unmatched,,,
Clutch And Breaks,1,0.0041,unmatched,,,
Cluster Sales manager,1,0.0041,unmatched,,,
Cluster Manager  Food & Beverages,1,0.0041,unmatched,,,
Cluster,1,0.0041,unmatched,,,
Club Infrastructure,1,0.0041,unmatched,,,
Clp,1,0.0041,unmatched,,,
Cloud Watch,1,0.0041,unmatched,,,
Cloud Testing,1,0.0041,unmatched,,,
Cloud Supply Chain,1,0.0041,unmatched,,,
Cloud Solutions,1,0.0041,unmatched,,,
Cloud Security Assessment,1,0.0041,unmatched,,,
Cloud SQL,1,0.0041,unmatched,,,
Cloud Presales,1,0.0041,unmatched,,,
Cloudops,1,0.0041,unmatched,,,
Cloudbees Jenkins,1,0.0041,unmatched,,,
CloudWatch,1,0.0041,unmatched,,,
CloudM,1,0.0041,unmatched,,,
Cloud-native AI architecture design,1,0.0041,unmatched,,,
Cloud-Native,1,0.0041,unmatched,,,
Cloud-Based Monitoring,1,0.0041,unmatched,,,
Cloud-Based Infrastructure,1,0.0041,unmatched,,,
Cloud platforms,1,0.0041,unmatched,,,
Sales Lead,1,0.0041,unmatched,,,
Sales HR,1,0.0041,unmatched,,,
Sales Governance,1,0.0041,unmatched,,,
Cloud Penetration Testing,1,0.0041,unmatched,,,
Cloud Networking,1,0.0041,unmatched,,,
Cloud Native Architectures,1,0.0041,unmatched,,,
Cloud Manufacturing,1,0.0041,unmatched,,,
Cloud Kitchen,1,0.0041,unmatched,,,
Cloud Integrations,1,0.0041,unmatched,,,
Cloud Integration Tools,1,0.0041,unmatched,,,
Sales Furnishing,1,0.0041,unmatched,,,
Sales Funnel Management,1,0.0041,unmatched,,,
Sales Forecasting & Reporting,1,0.0041,unmatched,,,
Sales Fo,1,0.0041,unmatched,,,
Sales Expertise,1,0.0041,unmatched,,,
Cloud Web Applications,1,0.0041,unmatched,,,
Cloud Benefits Configuration,1,0.0041,unmatched,,,
Cloud Based,1,0.0041,unmatched,,,
Cloud Architecture & Distributed Environment,1,0.0041,unmatched,,,
Closing Manager,1,0.0041,unmatched,,,
Cloud Infra,1,0.0041,unmatched,,,
Cloud Hcm,1,0.0041,unmatched,,,
Cloud HCM,1,0.0041,unmatched,,,
Cloud Functions,1,0.0041,unmatched,,,
Cloud Engineering,1,0.0041,unmatched,,,
Cloud Data Flow,1,0.0041,unmatched,,,
Cloud Data Catalog,1,0.0041,unmatched,,,
Cloud Data Architect,1,0.0041,unmatched,,,
Cloud Core Hr,1,0.0041,unmatched,,,
Sales Manager - MSME,1,0.0041,unmatched,,,
Sales Lifecycle,1,0.0041,unmatched,,,
Sales Leadership,1,0.0041,unmatched,,,
Sales Plan,1,0.0041,unmatched,,,
Sales Pitching,1,0.0041,unmatched,,,
Close Sales,1,0.0041,unmatched,,,
Close Out Visit,1,0.0041,unmatched,,,
Clinics,1,0.0041,unmatched,,,
Clinical trials,1,0.0041,unmatched,,,
Clinical Workflows,1,0.0041,unmatched,,,
Clinical Trial Manager,1,0.0041,unmatched,,,
Clinical Trial Lead,1,0.0041,unmatched,,,
Sales Performance Metrics,1,0.0041,unmatched,,,
Sales Outreach,1,0.0041,unmatched,,,
Sales Organization,1,0.0041,unmatched,,,
Sales Operations WFM,1,0.0041,unmatched,,,
Sales Operation,1,0.0041,unmatched,,,
Sales Metrics,1,0.0041,unmatched,,,
Cloud Consulting,1,0.0041,unmatched,,,
Sales Targ,1,0.0041,unmatched,,,
Sales Strategy & Revenue Generation,1,0.0041,unmatched,,,
Sales Strategy & Business Development  Marketing Campaign Planning & Execution  Market Research & Competitor Analysis  Customer  Team Leadership  Strong Communication & Networking  Willingness to travel to factory and branch locations,1,0.0041,unmatched,,,
Sales Service Cloud,1,0.0041,unmatched,,,
Clinical Trial,1,0.0041,unmatched,,,
Clinical Study Physician,1,0.0041,unmatched,,,
Clinical Safety management,1,0.0041,unmatched,,,
Clinical Research Coordinator,1,0.0041,unmatched,,,
Clinical QA,1,0.0041,unmatched,,,
Clinical Procedures,1,0.0041,unmatched,,,
Clinical Physiotherapist,1,0.0041,unmatched,,,
Clinical Pharmacology,1,0.0041,unmatched,,,
Sales Quotation,1,0.0041,unmatched,,,
Sales Quality,1,0.0041,unmatched,,,
Sales Process Management,1,0.0041,unmatched,,,
Sales Power Platform,1,0.0041,unmatched,,,
Client solutions,1,0.0041,unmatched,,,
Client retention,1,0.0041,unmatched,,,
Client records,1,0.0041,unmatched,,,
Client facing,1,0.0041,unmatched,,,
Client billing,1,0.0041,unmatched,,,
Clinical Nutrition,1,0.0041,unmatched,,,
Clinical Microbiology,1,0.0041,unmatched,,,
Clinical Management,1,0.0041,unmatched,,,
Clinical Documentation,1,0.0041,unmatched,,,
Clinical Administration,1,0.0041,unmatched,,,
Clinic Operations,1,0.0041,unmatched,,,
Clinic Management,1,0.0041,unmatched,,,
Clients Relationships,1,0.0041,unmatched,,,
Client support,1,0.0041,unmatched,,,
Sales Team Lead,1,0.0041,unmatched,,,
Sales Targets,1,0.0041,unmatched,,,
Client Lifecycle Management,1,0.0041,unmatched,,,
Client Liaison & Communication,1,0.0041,unmatched,,,
Client Interfacing,1,0.0041,unmatched,,,
Client account management,1,0.0041,unmatched,,,
Client Visits,1,0.0041,unmatched,,,
Client Solutions,1,0.0041,unmatched,,,
Client Servicing executive,1,0.0041,unmatched,,,
Client Servicing Manager,1,0.0041,unmatched,,,
Client Service Executive,1,0.0041,unmatched,,,
Client Relationship management,1,0.0041,unmatched,,,
Sales cloud,1,0.0041,unmatched,,,
Sales audit,1,0.0041,unmatched,,,
Sales analysis,1,0.0041,unmatched,,,
Sales accounting,1,0.0041,unmatched,,,
Sales Trainer,1,0.0041,unmatched,,,
Sales Team Mangement,1,0.0041,unmatched,,,
Salesforce Advanced Administrator,1,0.0041,unmatched,,,
Sales-force,1,0.0041,unmatched,,,
Sales training,1,0.0041,unmatched,,,
Client Experience Management,1,0.0041,unmatched,,,
Client Evaluation & Credit Assessment,1,0.0041,unmatched,,,
Client Engagement & Solution Selling,1,0.0041,unmatched,,,
Client Coordinator,1,0.0041,unmatched,,,
Client Communications,1,0.0041,unmatched,,,
Client Acqusition,1,0.0041,unmatched,,,
Sales officer,1,0.0041,unmatched,,,
Sales invoices,1,0.0041,unmatched,,,
Client Relation Management,1,0.0041,unmatched,,,
Client Querry Handling,1,0.0041,unmatched,,,
Client Presentation,1,0.0041,unmatched,,,
Client Negotiation,1,0.0041,unmatched,,,
Client Meetings,1,0.0041,unmatched,,,
Salesforce Core,1,0.0041,unmatched,,,
Clerical Jobs,1,0.0041,unmatched,,,
Cleo,1,0.0041,unmatched,,,
Cleartax,1,0.0041,unmatched,,,
Clearly explain diagnoses,1,0.0041,unmatched,,,
Clearing forwarding,1,0.0041,unmatched,,,
Clearing Operations,1,0.0041,unmatched,,,
Clearing And Forwarding Industry,1,0.0041,unmatched,,,
Clear verbal & written communication,1,0.0041,unmatched,,,
Clear Eye,1,0.0041,unmatched,,,
Cleanliness & Hygiene,1,0.0041,unmatched,,,
Salesforce Commerce Cloud,1,0.0041,unmatched,,,
Salesforce Commerce,1,0.0041,unmatched,,,
Salesforce Certification,1,0.0041,unmatched,,,
Salesforce Business Analysis,1,0.0041,unmatched,,,
Salesforce Application Development,1,0.0041,unmatched,,,
Same Day Surgery,1,0.0041,unmatched,,,
Samco,1,0.0041,unmatched,,,
Salon Manager,1,0.0041,unmatched,,,
Salesforce.com analyst,1,0.0041,unmatched,,,
Salesforce.com,1,0.0041,unmatched,,,
Salesforce configurations,1,0.0041,unmatched,,,
Salesforce commerce Cloud,1,0.0041,unmatched,,,
Salesforce business Analayst,1,0.0041,unmatched,,,
Salesforce Velocity,1,0.0041,unmatched,,,
Salesforce Platform Development,1,0.0041,unmatched,,,
Salesforce Order Management,1,0.0041,unmatched,,,
Salesforce Implementation,1,0.0041,unmatched,,,
Salesforce Ecosystem,1,0.0041,unmatched,,,
Salesforce Developer,1,0.0041,unmatched,,,
Salesforce Data Cloud,1,0.0041,unmatched,,,
Salesforce Core Platform,1,0.0041,unmatched,,,
Sanctions Compliance,1,0.0041,unmatched,,,
San Switch,1,0.0041,unmatched,,,
Samsung,1,0.0041,unmatched,,,
Sample Development,1,0.0041,unmatched,,,
Cleaning and Sanitization,1,0.0041,unmatched,,,
Cleaning Trainer,1,0.0041,unmatched,,,
Cleaning & Sanitation Standards,1,0.0041,unmatched,,,
Clean Room Design,1,0.0041,unmatched,,,
Clean Code,1,0.0041,unmatched,,,
Clean Architecture,1,0.0041,unmatched,,,
Clean,1,0.0041,unmatched,,,
Clay Modelling,1,0.0041,unmatched,,,
Claude,1,0.0041,unmatched,,,
Classroom Teaching,1,0.0041,unmatched,,,
Classroom Observation,1,0.0041,unmatched,,,
Saml,1,0.0041,unmatched,,,
Classical,1,0.0041,unmatched,,,
Classic-to-Lightning migration projects,1,0.0041,unmatched,,,
Class components,1,0.0041,unmatched,,,
Clash Detection,1,0.0041,unmatched,,,
Clarizen,1,0.0041,unmatched,,,
Claims and Settlement,1,0.0041,unmatched,,,
Claims Settlement,1,0.0041,unmatched,,,
Claims Manager,1,0.0041,unmatched,,,
Claims Handling,1,0.0041,unmatched,,,
Sanity Testing,1,0.0041,unmatched,,,
Sanity,1,0.0041,unmatched,,,
Sanitaryware,1,0.0041,unmatched,,,
Sanitary Ware,1,0.0041,unmatched,,,
Sandbox,1,0.0041,unmatched,,,
Sand Blasting,1,0.0041,unmatched,,,
Sand,1,0.0041,unmatched,,,
Sap Bi / Bw,1,0.0041,unmatched,,,
Sap B1,1,0.0041,unmatched,,,
Sap Architecture,1,0.0041,unmatched,,,
Claimcenter,1,0.0041,unmatched,,,
Claim submission,1,0.0041,unmatched,,,
Claim documentation,1,0.0041,unmatched,,,
Claim center configuration,1,0.0041,unmatched,,,
Claim Investigation,1,0.0041,unmatched,,,
ClAss A SurfAcing,1,0.0041,unmatched,,,
Civil and structure design,1,0.0041,unmatched,,,
Sap Apo Ppds,1,0.0041,unmatched,,,
Sap Activate Methodology,1,0.0041,unmatched,,,
Sap Abap Object Oriented,1,0.0041,unmatched,,,
Sap Abap Crm,1,0.0041,unmatched,,,
Sap Abap Cloud,1,0.0041,unmatched,,,
Sap Aba,1,0.0041,unmatched,,,
Civil Cost Estimator,1,0.0041,unmatched,,,
Civil Cases,1,0.0041,unmatched,,,
City Head,1,0.0041,unmatched,,,
Citrix Xendesktop,1,0.0041,unmatched,,,
Cit,1,0.0041,unmatched,,,
Civil airport,1,0.0041,unmatched,,,
Civil Survey,1,0.0041,unmatched,,,
Civil Site Supervision,1,0.0041,unmatched,,,
Civil Site Engineer,1,0.0041,unmatched,,,
Civil Purchase,1,0.0041,unmatched,,,
Civil Matters,1,0.0041,unmatched,,,
Civil Litigation,1,0.0041,unmatched,,,
Civil Engineering Design,1,0.0041,unmatched,,,
Civil Engineer Transmission Line,1,0.0041,unmatched,,,
Civil Engineer Construction,1,0.0041,unmatched,,,
Sap Bobj,1,0.0041,unmatched,,,
Cis,1,0.0041,unmatched,,,
Circuit designing,1,0.0041,unmatched,,,
Circuit Diagrams,1,0.0041,unmatched,,,
Cisco routers,1,0.0041,unmatched,,,
Cisco network core,1,0.0041,unmatched,,,
Cisco devices,1,0.0041,unmatched,,,
Cisco Routing & Switching,1,0.0041,unmatched,,,
Cisco Presales,1,0.0041,unmatched,,,
Cisco Nexus,1,0.0041,unmatched,,,
Cisco Networking Jobs,1,0.0041,unmatched,,,
Cisco Networking,1,0.0041,unmatched,,,
Cisco Meraki,1,0.0041,unmatched,,,
Sap Central Finance,1,0.0041,unmatched,,,
Sap C4C Service,1,0.0041,unmatched,,,
Sap Bw/Bi,1,0.0041,unmatched,,,
Civil Engineeer,1,0.0041,unmatched,,,
Sap Finance,1,0.0041,unmatched,,,
Sap Fico Consultant,1,0.0041,unmatched,,,
Sap Fi-Gl,1,0.0041,unmatched,,,
Circuit Breaker,1,0.0041,unmatched,,,
CircleCI,1,0.0041,unmatched,,,
Cinematic Editing,1,0.0041,unmatched,,,
Cigarette,1,0.0041,unmatched,,,
Cicd,1,0.0041,unmatched,,,
Sap Em,1,0.0041,unmatched,,,
Sap Controlling,1,0.0041,unmatched,,,
Sap Co,1,0.0041,unmatched,,,
Cisco ISE,1,0.0041,unmatched,,,
Cisco IPT,1,0.0041,unmatched,,,
Cisco IPCC,1,0.0041,unmatched,,,
Cisco Certified Network Professional,1,0.0041,unmatched,,,
Cisco Asa,1,0.0041,unmatched,,,
Sap Idoc,1,0.0041,unmatched,,,
Sap Hana Technical Architecture,1,0.0041,unmatched,,,
Sap Hana Cloud Integration,1,0.0041,unmatched,,,
Sap Hana Administration,1,0.0041,unmatched,,,
Sap Grc Access Control,1,0.0041,unmatched,,,
Cic,1,0.0041,unmatched,,,
Ciam,1,0.0041,unmatched,,,
Chrome,1,0.0041,unmatched,,,
Chromatography,1,0.0041,unmatched,,,
Chocolate,1,0.0041,unmatched,,,
Chlorination,1,0.0041,unmatched,,,
Chip design,1,0.0041,unmatched,,,
Chinese Language,1,0.0041,unmatched,,,
Chillers And Oil Coolers,1,0.0041,unmatched,,,
Sap Gl,1,0.0041,unmatched,,,
Sap Fm,1,0.0041,unmatched,,,
Sap Isr,1,0.0041,unmatched,,,
Chemicals Procurement,1,0.0041,unmatched,,,
Chemical industry projects,1,0.0041,unmatched,,,
Chemical Testing,1,0.0041,unmatched,,,
Chemical Research,1,0.0041,unmatched,,,
Chemical Process,1,0.0041,unmatched,,,
Chemical Plant,1,0.0041,unmatched,,,
Chiller Service,1,0.0041,unmatched,,,
Child Protection,1,0.0041,unmatched,,,
Chief of  Neonatology,1,0.0041,unmatched,,,
Chief editor,1,0.0041,unmatched,,,
Chief Operating officer,1,0.0041,unmatched,,,
Chfi,1,0.0041,unmatched,,,
Chest Tube Insertion,1,0.0041,unmatched,,,
Chemotherapy,1,0.0041,unmatched,,,
Sap Inventory Management,1,0.0041,unmatched,,,
Sap Pi Po,1,0.0041,unmatched,,,
Sap Mm Module,1,0.0041,unmatched,,,
Sap Migration,1,0.0041,unmatched,,,
Checking & Monitoring  Equipment Parameters,1,0.0041,unmatched,,,
Check list,1,0.0041,unmatched,,,
Chartered accountant,1,0.0041,unmatched,,,
Chartered Accountants,1,0.0041,unmatched,,,
Chemical Cleaning,1,0.0041,unmatched,,,
Chem-darw,1,0.0041,unmatched,,,
Chef Puppet,1,0.0041,unmatched,,,
Checking Drawing,1,0.0041,unmatched,,,
Checking And Analysis Of Banking,1,0.0041,unmatched,,,
Sap Manufacturing Integration And Intelligence,1,0.0041,unmatched,,,
Sap Le Logistics Execution,1,0.0041,unmatched,,,
Sap Knowledge,1,0.0041,unmatched,,,
Sap Isu Billing,1,0.0041,unmatched,,,
Channel Partner & Customer Relationship Management,1,0.0041,unmatched,,,
Chart of Accounts,1,0.0041,unmatched,,,
Chart Patterns,1,0.0041,unmatched,,,
Chart Of Accounts,1,0.0041,unmatched,,,
Charpy Test,1,0.0041,unmatched,,,
Charles,1,0.0041,unmatched,,,
Charging,1,0.0041,unmatched,,,
Chargeback,1,0.0041,unmatched,,,
Charge Entry,1,0.0041,unmatched,,,
Characterization,1,0.0041,unmatched,,,
Character Development,1,0.0041,unmatched,,,
Character Animation,1,0.0041,unmatched,,,
Character,1,0.0041,unmatched,,,
Channel sales strategies,1,0.0041,unmatched,,,
Sap Plm,1,0.0041,unmatched,,,
Sap Platform,1,0.0041,unmatched,,,
Sap S/4 Hana Enterprise Architect,1,0.0041,unmatched,,,
Channel Loyalty Sales,1,0.0041,unmatched,,,
Channel Finance,1,0.0041,unmatched,,,
Channel Business,1,0.0041,unmatched,,,
Change Managemnet,1,0.0041,unmatched,,,
Change Handler,1,0.0041,unmatched,,,
Change Control And Deviation,1,0.0041,unmatched,,,
Change Control,1,0.0041,unmatched,,,
Sap Qm Consultant,1,0.0041,unmatched,,,
Sap QM,1,0.0041,unmatched,,,
Sap Ps,1,0.0041,unmatched,,,
Sap Procurement,1,0.0041,unmatched,,,
Sap Ppds,1,0.0041,unmatched,,,
Sap Pp Module,1,0.0041,unmatched,,,
Channel development,1,0.0041,unmatched,,,
Channel Strategies,1,0.0041,unmatched,,,
Sap Tosca,1,0.0041,unmatched,,,
Sap Tm X,1,0.0041,unmatched,,,
Sap Successfactors Recruiting,1,0.0041,unmatched,,,
Sap Srm,1,0.0041,unmatched,,,
Sap Software,1,0.0041,unmatched,,,
Challenge,1,0.0041,unmatched,,,
Cfml,1,0.0041,unmatched,,,
Cfd,1,0.0041,unmatched,,,
Cfa Level 1,1,0.0041,unmatched,,,
Cetol,1,0.0041,unmatched,,,
Certifications,1,0.0041,unmatched,,,
Certification Sales,1,0.0041,unmatched,,,
Certification Microsoft Azure,1,0.0041,unmatched,,,
Sap Sd Implementation,1,0.0041,unmatched,,,
Sap S4Hana,1,0.0041,unmatched,,,
Sap S4 Hana,1,0.0041,unmatched,,,
Sap Vim Icc,1,0.0041,unmatched,,,
Sap Vim,1,0.0041,unmatched,,,
Sap Vendor Invoice Management,1,0.0041,unmatched,,,
Sap Vc,1,0.0041,unmatched,,,
Sap Variant Configuration,1,0.0041,unmatched,,,
Certification Author Level,1,0.0041,unmatched,,,
Certification,1,0.0041,unmatched,,,
Certificate Management,1,0.0041,unmatched,,,
Certificate Authority,1,0.0041,unmatched,,,
Ceo,1,0.0041,unmatched,,,
Centrifuge,1,0.0041,unmatched,,,
Centrifugal Pumps,1,0.0041,unmatched,,,
Centralized Underwriting,1,0.0041,unmatched,,,
Center Of Excellence,1,0.0041,unmatched,,,
Center Head,1,0.0041,unmatched,,,
Sap Tpm,1,0.0041,unmatched,,,
Cctv Configuration,1,0.0041,unmatched,,,
Ccsp,1,0.0041,unmatched,,,
Ccpa,1,0.0041,unmatched,,,
Cement Plant,1,0.0041,unmatched,,,
Cell Development,1,0.0041,unmatched,,,
Celebrity Management,1,0.0041,unmatched,,,
Celebrity,1,0.0041,unmatched,,,
Ceipal,1,0.0041,unmatched,,,
Cdsl,1,0.0041,unmatched,,,
Sas Bi Platform,1,0.0041,unmatched,,,
Sas Bi,1,0.0041,unmatched,,,
Sarfaesi Act,1,0.0041,unmatched,,,
Saql,1,0.0041,unmatched,,,
Sap Xi,1,0.0041,unmatched,,,
Sap Workflow,1,0.0041,unmatched,,,
Sap Wm,1,0.0041,unmatched,,,
Saviynt Identity Governance workflows,1,0.0041,unmatched,,,
Saviynt,1,0.0041,unmatched,,,
Cbtc,1,0.0041,unmatched,,,
Cbs,1,0.0041,unmatched,,,
Cbm,1,0.0041,unmatched,,,
Causal Modeling,1,0.0041,unmatched,,,
Catia IMA,1,0.0041,unmatched,,,
Catia Design,1,0.0041,unmatched,,,
Savings Account,1,0.0041,unmatched,,,
Saving account,1,0.0041,unmatched,,,
Saucelabs,1,0.0041,unmatched,,,
Sass Sales,1,0.0041,unmatched,,,
Sass / Less,1,0.0041,unmatched,,,
Sas Visual Analytics,1,0.0041,unmatched,,,
Sas Sql,1,0.0041,unmatched,,,
Sas Graph,1,0.0041,unmatched,,,
Scda Programming,1,0.0041,unmatched,,,
Sccm Infrastructure,1,0.0041,unmatched,,,
Scanning,1,0.0041,unmatched,,,
Catia Caa,1,0.0041,unmatched,,,
Catering Sales Manager,1,0.0041,unmatched,,,
Category management,1,0.0041,unmatched,,,
Category Sourcing,1,0.0041,unmatched,,,
Category Marketing,1,0.0041,unmatched,,,
Categary,1,0.0041,unmatched,,,
Catchpoint,1,0.0041,unmatched,,,
Cataract Surgeon,1,0.0041,unmatched,,,
Catalyst,1,0.0041,unmatched,,,
Scaled Agile Framework,1,0.0041,unmatched,,,
Scada Ignition,1,0.0041,unmatched,,,
Sbu,1,0.0041,unmatched,,,
Sbc,1,0.0041,unmatched,,,
Scheme,1,0.0041,unmatched,,,
Cat Tools,1,0.0041,unmatched,,,
Casting Inspection,1,0.0041,unmatched,,,
Casting Design,1,0.0041,unmatched,,,
Casting Components,1,0.0041,unmatched,,,
Cast Billets,1,0.0041,unmatched,,,
Cassandra Database Administration,1,0.0041,unmatched,,,
Cassandra Administration,1,0.0041,unmatched,,,
Cashless Claims,1,0.0041,unmatched,,,
Cashless,1,0.0041,unmatched,,,
Cashier activities,1,0.0041,unmatched,,,
