skill,skill_normalized,job_count,demand_percentage,total_jobs,data_version,calculated_at
commercial building,Commercial Building,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Commercial Activities,Commercial Activities,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Commercial Accounting Accounting Credit Control Receivable Management Accounts Receivable,Commercial Accounting Accounting Credit Control Receivable Management Accounts Receivable,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Commercial Accounting,Commercial Accounting,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Commercial Account Executive,Commercial Account Executive,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Comment Writing,Comment Writing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
command over communication.,Command Over Communication,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
command,Command,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Automation Tester Pune,SQL Automation Tester Pune,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collector,Collector,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SR.CIVIL ENGINEER,SR.CIVIL ENGINEER,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SR.ACCOUNTANT,SR.ACCOUNTANT,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SR EXECUTIVE -IT - GERMAN MNC MFG CO,SR EXECUTIVE -IT - GERMAN MNC MFG CO,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQR,SQR,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQLite,SQLite,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL/Oracle,SQL/Oracle,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL/NoSQL,SQL/NoSQL,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL and network fundamentals,SQL and network fundamentals,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Tuning,SQL Tuning,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Tester,SQL Tester,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Server databases,SQL Server databases,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Server Reporting Services,SQL Server Reporting Services,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Server Integration Services,SQL Server Integration Services,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Server Development,SQL Server Development,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SQL Server 2016,SQL Server 2016,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SRS,SRS,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collections Management,Collections Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
collection targets,Collection Targets,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
collection manager,Collection Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
collection initiatives,Collection Initiatives,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collection & Payment Management,Collection & Payment Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collateral Data Management,Collateral Data Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Colour Matching,Colour Matching,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
colour doppler,Colour Doppler,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coloring,Coloring,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
colorimetric analysis,Colorimetric Analysis,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Color grading,Color grading,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Color correction,Color correction,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
color cosmetics,Color Cosmetics,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
collibra data quality,Collibra Data Quality,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
college,College,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STATIONARY /FMCD /CONSUMER DURABLES,STATIONARY /FMCD /CONSUMER DURABLES,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STAAD Pro,STAAD Pro,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collaborate with stakeholders to gather and analyze requirements,Collaborate with stakeholders to gather and analyze requirements,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
collaborate on campaigns,Collaborate On Campaigns,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Collaborate OEMs,Collaborate OEMs,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
coll,Coll,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cold Kitchen,Cold Kitchen,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cold Framed,Cold Framed,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cold form steel,Cold Form Steel,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cold Emailing,Cold Emailing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cold Chain Management,Cold Chain Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cold Chain,Cold Chain,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SSSRs,SSSRs,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SSG,SSG,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SSCM,SSCM,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SS7,SS7,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SWIFT,SWIFT,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SWAB TEST,SWAB TEST,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SW,SW,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SVO,SVO,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SVN,SVN,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SVG,SVG,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SUccessfactor,SUccessfactor,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SUN,SUN,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SUCCESSFACTORS ONBOARDING,SUCCESSFACTORS ONBOARDING,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STUL,STUL,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STROKES,STROKES,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STOCK RECORDS,STOCK RECORDS,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STLC QA Jobs India,STLC QA Jobs India,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STLC,STLC,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STL containers,STL containers,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
STB,STB,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Saas Products,Saas Products,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Saas Product Development,Saas Product Development,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Saas Marketing,Saas Marketing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cognos Framework Manager,Cognos Framework Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cognos Bi,Cognos Bi,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cognos architecture,Cognos Architecture,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cognix,Cognix,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cognigy,Cognigy,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coe,Coe,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
coding standards,Coding Standards,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
coding assistant manager,Coding Assistant Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SaaS integrations,SaaS integrations,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SaaS applications,SaaS applications,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SaaS Content,SaaS Content,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sa,Sa,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SWIMMING,SWIMMING,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Engineering,Safety Engineering,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coded UI,Coded UI,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Codecs,Codecs,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
code/design reviews,Code/Design Reviews,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Code beamer,Code beamer,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
code versioning tools,Code Versioning Tools,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
code reviews,Code Reviews,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Code Deploy,Code Deploy,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Code Coverage,Code Coverage,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cockpit,Cockpit,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coc,Coc,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cobol Programming Language,Cobol Programming Language,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safe Certified,Safe Certified,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safe,Safe,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sac security,Sac Security,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Saas Support,Saas Support,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coal Mill,Coal Mill,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coal Handling,Coal Handling,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
coagulation assays,Coagulation Assays,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coagulation,Coagulation,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Coaching and Mentoring,Coaching and Mentoring,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
CoBIT,CoBIT,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Co-Pilot,Co-Pilot,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
co-ordination,Co-Ordination,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
co-cca,Co-Cca,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Standards,Safety Standards,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
safety signal,Safety Signal,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Protocols,Safety Protocols,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Plc,Safety Plc,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Operations,Safety Operations,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Executive,Safety Executive,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety Equipment Sales,Safety Equipment Sales,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Co ordinate with Production,Co ordinate with Production,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cns,Cns,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cnc milling,Cnc Milling,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cnc Bending,Cnc Bending,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cmvr,Cmvr,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cms Platforms,Cms Platforms,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cms Development,Cms Development,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cmm programming,Cmm Programming,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Salary Account,Salary Account,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Salaried Personal Loan,Salaried Personal Loan,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sail,Sail,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
SageMaker,SageMaker,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sage Erp,Sage Erp,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety management system,Safety management system,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety engineering,Safety engineering,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Safety audit,Safety audit,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clover,Clover,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloudwatch,Cloudwatch,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales and textile and machinery,Sales And Textile And Machinery,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales and marketing and textile and machinery,Sales And Marketing And Textile And Machinery,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales and coordination and textile and machinery,Sales And Coordination And Textile And Machinery,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Agreements,Sales Agreements,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Accounting,Sales Accounting,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales account,Sales Account,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Revenue,Sales & Revenue,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Marketing Leadership,Sales & Marketing Leadership,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & General Administration,Sales & General Administration,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Fulfillment,Sales & Fulfillment,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Collection,Sales & Collection,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Business Development in Gold Loan,Sales & Business Development in Gold Loan,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Business Development,Sales & Business Development,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales & Application,Sales & Application,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud and Infrastructure,Cloud and Infrastructure,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Director,Sales Director,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Development Representative,Sales Development Representative,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Development Manager,Sales Development Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales cycle,Sales Cycle,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Coordination & Scheduling,Sales Coordination & Scheduling,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Bill,Sales Bill,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cmm,Cmm,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cmlt,Cmlt,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cma,Cma,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clutch And Breaks,Clutch And Breaks,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cluster Sales manager,Cluster Sales manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cluster Manager  Food & Beverages,Cluster Manager  Food & Beverages,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cluster,Cluster,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
club infrastructure,Club Infrastructure,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clp,Clp,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud watch,Cloud Watch,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Testing,Cloud Testing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Supply Chain,Cloud Supply Chain,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud solutions,Cloud Solutions,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud security assessment,Cloud Security Assessment,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud SQL,Cloud SQL,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Presales,Cloud Presales,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloudops,Cloudops,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloudbees Jenkins,Cloudbees Jenkins,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
CloudWatch,CloudWatch,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
CloudM,CloudM,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud-native AI architecture design,Cloud-native AI architecture design,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud-native,Cloud-Native,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud-based monitoring,Cloud-Based Monitoring,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud-based infrastructure,Cloud-Based Infrastructure,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud platforms,Cloud platforms,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Lead,Sales Lead,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales HR,Sales HR,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales governance,Sales Governance,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud penetration testing,Cloud Penetration Testing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Networking,Cloud Networking,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud native architectures,Cloud Native Architectures,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Manufacturing,Cloud Manufacturing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Kitchen,Cloud Kitchen,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud integrations,Cloud Integrations,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud integration tools,Cloud Integration Tools,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales furnishing,Sales Furnishing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Funnel Management,Sales Funnel Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Forecasting & Reporting,Sales Forecasting & Reporting,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales fo,Sales Fo,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales expertise,Sales Expertise,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud web applications,Cloud Web Applications,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Benefits Configuration,Cloud Benefits Configuration,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Based,Cloud Based,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Architecture & Distributed Environment,Cloud Architecture & Distributed Environment,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Closing Manager,Closing Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud infra,Cloud Infra,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Hcm,Cloud Hcm,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud HCM,Cloud HCM,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Functions,Cloud Functions,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Engineering,Cloud Engineering,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Data Flow,Cloud Data Flow,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Data Catalog,Cloud Data Catalog,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Cloud Data Architect,Cloud Data Architect,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud core hr,Cloud Core Hr,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Manager - MSME,Sales Manager - MSME,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales lifecycle,Sales Lifecycle,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Leadership,Sales Leadership,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales plan,Sales Plan,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Pitching,Sales Pitching,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
close sales,Close Sales,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Close Out Visit,Close Out Visit,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clinics,Clinics,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical trials,Clinical trials,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Workflows,Clinical Workflows,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clinical trial manager,Clinical Trial Manager,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clinical trial lead,Clinical Trial Lead,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Performance Metrics,Sales Performance Metrics,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Outreach,Sales Outreach,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Organization,Sales Organization,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Operations WFM,Sales Operations WFM,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Operation,Sales Operation,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Metrics,Sales Metrics,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
cloud consulting,Cloud Consulting,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales targ,Sales Targ,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Strategy & Revenue Generation,Sales Strategy & Revenue Generation,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Strategy & Business Development  Marketing Campaign Planning & Execution  Market Research & Competitor Analysis  Customer  Team Leadership  Strong Communication & Networking  Willingness to travel to factory and branch locations,Sales Strategy & Business Development  Marketing Campaign Planning & Execution  Market Research & Competitor Analysis  Customer  Team Leadership  Strong Communication & Networking  Willingness to travel to factory and branch locations,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Service Cloud,Sales Service Cloud,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clinical trial,Clinical Trial,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Study Physician,Clinical Study Physician,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Safety management,Clinical Safety management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Research Coordinator,Clinical Research Coordinator,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical QA,Clinical QA,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
clinical procedures,Clinical Procedures,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Physiotherapist,Clinical Physiotherapist,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Pharmacology,Clinical Pharmacology,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
sales quotation,Sales Quotation,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Quality,Sales Quality,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Process Management,Sales Process Management,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Sales Power Platform,Sales Power Platform,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Client solutions,Client solutions,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Client retention,Client retention,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Client records,Client records,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Client facing,Client facing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Client billing,Client billing,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Nutrition,Clinical Nutrition,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
Clinical Microbiology,Clinical Microbiology,1,0.0041,24113,1.0,2026-09-18T12:34:10.283307
